Cruise,Lat,Lon,DateTime,Depth,Cryptos,Coccos,Syn,Pro,Pico,Nano
AMT22,5.5461,-27.5396,29/10/2012 14:00,2.1,18,8,7739,246653,1203,286
AMT22,4.0302,-26.4679,30/10/2012 04:54,1.6,10,9,8824,270784,1585,463
AMT22,2.921,-25.6605,30/10/2012 13:58,1.9,3,13,4332,265208,1181,320
AMT22,1.1086,-24.9815,31/10/2012 04:52,1.7,17,14,4456,269228,1809,467
AMT22,-1.8829,-24.956,11-Jan-2012 05:00:00,1.4,9,1,4348,326751,2515,486
AMT22,-2.9292,-24.9837,11-Jan-2012 13:59:00,1.6,4,22,6833,263902,1895,440
AMT22,-4.6216,-25.0035,11-Feb-2012 04:50:00,1.4,4,8,5678,313970,1916,317
AMT22,-5.8294,-25.0298,11-Feb-2012 13:55:00,1.4,16,25,17736,396431,2420,317
AMT22,-8.0891,-25.0143,11-Mar-2012 04:52:00,1.8,NaN,NaN,2113,214031,NaN,NaN
AMT22,-9.5135,-25.0535,11-Mar-2012 13:54:00,1.6,4,14,1260,154884,1036,380
AMT22,-11.6225,-25.0202,11-Apr-2012 04:47:00,1.9,4,10,1399,211993,1053,236
AMT22,-13.0724,-25.0661,11-Apr-2012 13:56:00,1.4,6,6,1507,99881,803,198
AMT22,-15.2863,-25.0516,11-May-2012 04:46:00,5.1,0,10,1228,99974,828,194
AMT22,-16.761,-25.0979,11-May-2012 14:00:00,1.6,8,5,1296,73934,842,185
AMT22,-18.5161,-25.1012,11-Jun-2012 04:55:00,0.6,8,9,1281,49258,704,407
AMT22,-18.5298,-25.1015,11-Jul-2012 14:37:00,1,9,1,1324,53393,872,178
AMT22,-20.1212,-24.4969,11-Aug-2012 04:47:00,1.4,7,9,2774,82856,828,441
AMT22,-21.2537,-24.8467,11-Aug-2012 13:59:00,1.8,1,10,3013,67774,983,310
AMT22,-22.9642,-24.9795,11-Sep-2012 04:40:00,1.3,23,8,3122,95464,1200,208
AMT22,-24.1257,-25.004,11-Sep-2012 13:55:00,2.3,4,14,4098,74605,1122,201
AMT22,-25.7498,-24.9898,11-Oct-2012 04:38:00,1.5,10,1,2972,100240,1960,330
AMT22,-26.9564,-25.008,11-Oct-2012 13:57:00,0.5,3,12,2933,88461,1372,373
AMT22,-28.3893,-25.4756,11-Nov-2012 04:45:00,1.1,5,13,3878,114424,1513,483
AMT22,-29.1169,-26.5081,11-Nov-2012 13:57:00,1.8,5,9,2734,67522,1274,303
AMT22,-30.2016,-27.9187,11-Dec-2012 04:41:00,1.1,0,7,4580,104309,1266,300
AMT22,-30.9691,-29.053,11-Dec-2012 13:57:00,1.5,1,3,2620,80866,1424,316
AMT22,-34.1456,-33.4936,14/11/2012 04:55,4.8,51,32,17329,32077,6434,1477
AMT22,-34.8577,-34.5286,14/11/2012 13:55,4,30,39,38811,NaN,3829,937
AMT22,-36.0693,-36.2508,15/11/2012 04:56,2.2,367,73,80116,3687,12067,2083
AMT22,-36.8373,-37.439,15/11/2012 13:55,1.4,38,10,15123,3598,1409,254
AMT22,-38.1057,-39.3287,16/11/2012 04:53,1,262,34,150015,944,8176,2218
AMT22,-38.9079,-40.5648,16/11/2012 13:56,0.5,321,281,97105,1019,11395,2746
AMT22,-40.1045,-42.3831,17/11/2012 04:50,2.2,452,38,198410,931,10915,3379
AMT22,-40.9066,-43.6494,17/11/2012 13:55,1.1,393,18,190170,0,20368,7162
AMT22,-42.1375,-45.6241,18/11/2012 04:52,1.2,98,8,63603,0,45187,7990
AMT22,-43.0452,-47.0775,18/11/2012 14:57,1.8,89,5,38576,0,31001,4395
AMT22,-43.9228,-48.567,19/11/2012 04:50,1.7,37,4,30565,0,50256,5726
AMT22,-44.6761,-49.7596,19/11/2012 14:57,0.8,419,42,263837,0,31871,4592
AMT22,-45.5031,-51.3228,20/11/2012 04:54,1.6,549,112,157934,0,59118,3913
AMT24,49.829,-4.7564,25/09/2014 09:59,1.5,357,83,137442,0,17146,3617
AMT24,47.8678,-7.9372,26/09/2014 03:17,1.2,47,72,104040,45017,13048,647
AMT24,47.1864,-8.8176,26/09/2014 10:09,2,6,13,8509,157701,3801,1079
AMT24,47.5672,-8.5049,27/09/2014 12:06,1.7,14,12,7256,165933,3625,1565
AMT24,46.3876,-10.9831,28/09/2014 04:27,1.4,11,23,12173,107337,4847,1525
AMT24,45.502,-12.4895,28/09/2014 13:02,1.9,7,28,6178,66966,3470,903
AMT24,44.0935,-14.9208,29/09/2014 04:11,1.4,15,4,2262,198283,3199,728
AMT24,43.1703,-16.4268,29/09/2014 13:05,2.7,5,8,2063,158737,2670,919
AMT24,41.7715,-18.7572,30/09/2014 04:01,1.4,18,24,5579,272316,5451,981
AMT24,40.8422,-20.2148,30/09/2014 13:02,1.9,20,14,2775,241483,3827,1324
AMT24,39.3985,-22.4553,10-Jan-2014 04:02:00,1.8,8,24,5871,255971,4386,896
AMT24,38.496,-23.8918,10-Jan-2014 13:02:00,2,4,10,7028,177803,1403,532
AMT24,36.9505,-25.9107,10-Feb-2014 13:02:00,1.9,6,4,5642,183586,1005,422
AMT24,34.739,-26.6089,10-Mar-2014 04:02:00,2.2,4,6,2171,190591,806,357
AMT24,33.3539,-27.0846,10-Mar-2014 13:02:00,1.5,12,7,1389,144998,640,315
AMT24,31.2952,-27.7043,10-Apr-2014 04:02:00,2.2,25,11,4004,94254,603,292
AMT24,29.8986,-28.1652,10-Apr-2014 13:03:00,5,1,7,3165,86289,552,308
AMT24,27.5001,-28.864,10-May-2014 05:05:00,1.9,4,4,1310,181235,896,254
AMT24,26.1058,-29.3052,10-May-2014 14:03:00,2,3,7,1194,58078,619,352
AMT24,24.0605,-29.8828,10-Jun-2014 05:06:00,2,7,16,1664,226530,811,425
AMT24,22.6588,-29.8664,10-Jun-2014 14:01:00,2.7,10,16,1896,191338,776,395
AMT24,20.4533,-29.2478,10-Jul-2014 05:06:00,2.7,6,11,4708,284285,1141,317
AMT24,19.8554,-29.1406,10-Jul-2014 14:06:00,2.7,14,19,3564,247431,1060,574
AMT24,17.8316,-28.6811,10-Aug-2014 05:10:00,2.3,7,8,6291,309571,1441,318
AMT24,16.4361,-28.4048,10-Aug-2014 14:00:00,2.4,12,7,2583,214721,1034,340
AMT24,14.2204,-27.9077,10-Sep-2014 05:10:00,2.1,10,23,14547,450382,1421,533
AMT24,12.844,-27.6471,10-Sep-2014 14:03:00,2,4,5,9018,341640,1061,480
AMT24,10.7604,-27.1957,10-Oct-2014 05:16:00,1.9,7,13,5957,288627,964,417
AMT24,9.3684,-26.921,10-Oct-2014 14:03:00,1.4,9,5,17191,280730,965,347
AMT24,7.2792,-26.5128,10-Nov-2014 05:08:00,2.1,4,12,10792,229791,850,732
AMT24,5.8991,-26.2046,10-Nov-2014 14:03:00,1.9,7,8,15091,267978,1012,417
AMT24,3.7811,-25.7748,10-Dec-2014 05:06:00,2.4,8,7,7868,326598,1065,332
AMT24,2.3758,-25.4862,10-Dec-2014 14:03:00,1.6,6,11,5491,460822,1785,450
AMT24,0.0003,-24.9997,13/10/2014 05:33,1.7,29,51,61532,257260,8420,1961
AMT24,-3.9002,-24.9965,14/10/2014 05:06,2.1,21,46,25546,346952,3804,836
AMT24,-5.3223,-25.0262,14/10/2014 14:04,2.4,15,32,10733,178700,3783,1077
AMT24,-7.4775,-25.0136,15/10/2014 05:03,1.9,8,15,3217,286424,1699,325
AMT24,-8.9112,-25.0426,15/10/2014 14:03,5.1,12,10,4027,271264,1260,542
AMT24,-11.0477,-25.0223,16/10/2014 05:05,2.1,14,18,2945,263288,1646,518
AMT24,-12.4948,-25.0653,16/10/2014 14:01,2.1,3,10,934,161653,842,304
AMT24,-14.6706,-25.0515,17/10/2014 05:03,2.3,4,10,1367,160520,825,218
AMT24,-16.1315,-25.0845,17/10/2014 14:02,2.3,6,8,1256,141035,706,213
AMT24,-18.3165,-25.0647,18/10/2014 05:06,2.3,15,6,1364,140660,815,307
AMT24,-18.5506,-25.0711,18/10/2014 14:04,1.9,6,11,1500,86865,716,352
AMT24,-20.856,-25.0516,20/10/2014 05:04,2.1,4,11,1596,115737,944,347
AMT24,-22.3164,-25.0602,20/10/2014 14:03,2.6,0,14,2213,102502,847,256
AMT24,-24.4331,-25.0372,21/10/2014 05:03,1.8,5,15,3108,137530,979,414
AMT24,-25.5947,-25.0357,21/10/2014 14:01,2.5,5,8,3193,155637,974,298
AMT24,-27.7468,-25.0306,22/10/2014 05:06,2.4,3,11,3062,143946,1177,422
AMT24,-29.154,-25.2756,22/10/2014 14:02,3,3,14,2218,104667,845,474
AMT24,-31.3649,-26.0964,23/10/2014 06:04,2.4,14,7,3955,181931,1774,517
AMT24,-32.7166,-26.6319,23/10/2014 15:00,2.1,31,15,6520,153453,2434,469
AMT24,-34.6902,-27.4287,24/10/2014 06:02,5.1,74,6,22395,124732,4821,918
AMT24,-35.7958,-27.8749,24/10/2014 15:02,2.1,273,89,104838,142249,9881,2459
AMT24,-37.8931,-28.7679,25/10/2014 06:08,2.8,226,36,58572,2555,9217,1883
AMT24,-38.9613,-29.1674,25/10/2014 15:07,2.5,227,35,47361,486,9144,1018
AMT24,-40.1,-30.9,26/10/2014 06:18,2.6,196,36,37181,432,8995,1865
AMT24,-40.6855,-32.1033,26/10/2014 15:06,2.7,NaN,NaN,37461,409,NaN,NaN
AMT24,-41.4699,-33.8796,27/10/2014 06:05,2.1,196,37,44462,542,13600,2297
AMT24,-42.0805,-35.1019,27/10/2014 15:30,4.9,175,79,65532,1909,15497,2330
AMT24,-43.0037,-37.1397,28/10/2014 06:26,2.1,262,55,28238,320,14632,2149
AMT24,-43.5872,-38.3892,28/10/2014 15:05,1.5,140,22,25362,0,16676,2370
AMT24,-44.6259,-40.726,29/10/2014 06:05,1.9,89,42,14923,0,37437,2060
AMT24,-45.2875,-42.1984,29/10/2014 15:05,2.3,42,20,14135,0,36318,3194
AMT24,-46.0724,-44.2095,30/10/2014 06:02,2,123,31,16049,0,34709,4112
AMT24,-48.2452,-50.3406,31/10/2014 15:15,5,269,70,10940,0,16546,1270
AMT24,-49.5799,-53.0707,11-Jan-2014 07:07:00,3.1,40,160,2436,0,16786,1682
AMT24,-50.2593,-54.5295,11-Jan-2014 16:04:00,3,64,257,2242,0,9500,4596
AMT25,48.4093,-9.1979,19/09/2015 04:09,3.6,NaN,NaN,72782,190,5119,NaN
AMT25,47.5095,-11.0623,19/09/2015 13:03,2.7,NaN,NaN,26163,104,11667,NaN
AMT25,46.2764,-12.9354,20/09/2015 04:04,2.9,NaN,NaN,31756,206444,13917,NaN
AMT25,45.5933,-13.9912,20/09/2015 13:05,3.3,NaN,NaN,27597,276876,16786,NaN
AMT25,44.455,-15.6897,21/09/2015 04:10,2.8,NaN,NaN,16262,141761,11896,NaN
AMT25,43.7119,-16.7791,21/09/2015 13:06,3.6,NaN,NaN,7233,169412,4850,NaN
AMT25,42.3078,-18.8061,22/09/2015 04:01,2.7,NaN,NaN,8145,306104,5405,NaN
AMT25,41.5246,-19.8713,22/09/2015 13:00,2.4,NaN,NaN,10580,180417,3468,NaN
AMT25,40.0436,-21.9261,23/09/2015 04:05,2.5,NaN,NaN,5301,554517,2018,NaN
AMT25,39.2032,-23.0456,23/09/2015 12:59,2.6,NaN,NaN,1517,81438,3218,NaN
AMT25,37.6887,-25.0589,24/09/2015 04:02,2.9,NaN,NaN,3711,127373,402,NaN
AMT25,37.5058,-26.6566,24/09/2015 13:04,2.5,0,3,5430,167253,1001,78
AMT25,36.8376,-29.9555,25/09/2015 04:01,2.6,3,1,4748,99038,567,148
AMT25,36.2466,-32.761,25/09/2015 18:42,2,7,4,4774,203209,549,118
AMT25,36.2286,-32.7719,27/09/2015 06:00,2.8,16,1,4336,212176,731,96
AMT25,35.6113,-34.1666,28/09/2015 04:05,7.8,6,4,3323,170479,629,68
AMT25,35.0636,-35.4433,28/09/2015 13:06,5.5,13,3,3514,135559,421,55
AMT25,33.9988,-37.575,29/09/2015 04:04,7.5,3,6,2395,136650,617,118
AMT25,33.2215,-38.9216,29/09/2015 12:59,5.1,11,7,5113,113236,1654,121
AMT25,31.151,-40.9179,30/09/2015 04:02,4.3,3,7,4595,95356,601,99
AMT25,30.1005,-41.9392,30/09/2015 13:00,2.7,5,4,5065,50418,388,65
AMT25,28.2558,-42.3096,10-Jan-2015 04:03:00,5.1,1,7,5716,53598,484,80
AMT25,27.4746,-41.1108,10-Jan-2015 12:56:00,2.8,3,3,3791,52354,396,122
AMT25,25.9342,-38.827,10-Feb-2015 04:02:00,2.5,1,7,1261,89202,601,96
AMT25,25.4532,-38.0744,10-Feb-2015 10:24:00,2.6,3,4,2791,143940,579,158
AMT25,23.8985,-35.7556,10-Mar-2015 04:10:00,2.6,6,7,1680,126653,609,137
AMT25,22.9866,-34.3891,10-Mar-2015 13:05:00,2.6,6,3,1653,306489,661,107
AMT25,21.466,-32.0755,10-Apr-2015 04:01:00,2.6,7,4,1911,342349,672,112
AMT25,20.5801,-30.7697,10-Apr-2015 13:03:00,2.5,3,6,1569,329255,840,169
AMT25,19.2677,-28.995,10-May-2015 04:05:00,2.5,5,3,9138,376862,1150,134
AMT25,18.4807,-28.028,10-May-2015 13:00:00,2.1,11,4,3172,353483,748,166
AMT25,17.1778,-26.4558,10-Jun-2015 03:58:00,2.6,11,13,13771,486728,1054,363
AMT25,16.4329,-25.5498,10-Jun-2015 12:58:00,2.8,10,10,27339,478774,1151,240
AMT25,15.0956,-23.9468,10-Jul-2015 03:57:00,2.5,33,13,72457,542756,2308,172
AMT25,13.3793,-22.905,10-Aug-2015 04:10:00,2.3,14,3,48721,526531,1104,141
AMT25,12.369,-22.5323,10-Aug-2015 13:00:00,2.1,1,11,64670,242026,523,364
AMT25,9.9953,-21.6016,10-Sep-2015 03:58:00,2.3,4,14,27125,465599,1038,178
AMT25,8.5676,-21.0369,10-Sep-2015 13:03:00,2.6,3,5,42209,273117,704,270
AMT25,5.8774,-20.0271,10-Oct-2015 04:00:00,2.9,5,9,23450,346996,1129,304
AMT25,4.4031,-19.4308,10-Oct-2015 13:02:00,2.7,4,5,8576,252600,467,165
AMT25,1.9329,-18.4323,10-Nov-2015 03:59:00,3.1,6,13,4852,591382,1223,182
AMT25,0.4901,-17.8436,10-Nov-2015 12:56:00,3.1,10,11,7089,509128,1717,198
AMT25,-1.6801,-16.977,10-Dec-2015 04:30:00,3.4,22,39,74786,318569,4470,939
AMT25,-4.4238,-15.8679,13/10/2015 03:58,2.8,10,18,43407,105387,4920,533
AMT25,-5.3924,-15.455,13/10/2015 13:00,3,36,52,159964,328619,8988,1476
AMT25,-7.1099,-14.7596,14/10/2015 04:00,3.4,31,27,37091,337721,2391,463
AMT25,-7.858,-14.4416,14/10/2015 12:00,3.3,18,26,28134,144687,2041,635
AMT25,-10.1135,-16.5745,19/10/2015 03:59,3.3,10,18,4261,364015,1284,261
AMT25,-11.2348,-17.6946,19/10/2015 13:10,2.4,10,19,2236,418082,731,301
AMT25,-13.0002,-19.4722,20/10/2015 04:57,2.6,8,11,1967,219901,951,289
AMT25,-14.0205,-20.5,20/10/2015 14:00,2.6,4,6,1588,229828,772,186
AMT25,-15.691,-22.1881,21/10/2015 04:57,3.3,8,6,1283,258055,847,122
AMT25,-16.5713,-23.1009,21/10/2015 14:00,2.6,8,7,1206,NaN,767,166
AMT25,-18.502,-25.0019,22/10/2015 04:54,2.3,1,4,1553,135447,777,136
AMT25,-20.5417,-25.0686,23/10/2015 04:57,2.4,0,3,1686,102048,777,183
AMT25,-22.158,-25.0866,23/10/2015 13:58,2.6,1,7,1900,NaN,812,160
AMT25,-24.9083,-25.0736,24/10/2015 04:56,3.6,5,9,2781,179079,803,228
AMT25,-26.5025,-25.0371,24/10/2015 13:56,2.4,3,3,2680,122899,1521,254
AMT25,-28.7968,-25.4593,25/10/2015 05:12,6.8,12,7,3538,190992,917,256
AMT25,-29.4057,-26.2118,25/10/2015 14:15,6.8,4,7,3076,167849,1645,241
AMT25,-30.9355,-28.0865,26/10/2015 14:06,6.7,10,12,4609,210841,3966,207
AMT25,-32.39,-29.8533,27/10/2015 05:08,6.4,12,9,4634,141315,2620,324
AMT25,-33.3325,-31.0739,27/10/2015 13:59,3.1,27,15,7220,46895,4962,758
AMT25,-35.3339,-33.646,28/10/2015 06:02,2.8,31,15,48140,57430,10295,996
AMT25,-36.3629,-34.9804,28/10/2015 14:55,2.9,85,28,27331,2804,11144,948
AMT25,-38.4792,-37.7521,29/10/2015 05:57,3.6,306,43,132136,2483,28075,945
AMT25,-39.8742,-39.6579,29/10/2015 14:58,2.7,89,8,19623,1474,6063,472
AMT25,-41.6779,-42.2299,30/10/2015 06:03,3.2,122,2,173439,6369,16542,476
AMT25,-42.7227,-43.6993,30/10/2015 15:05,5.4,63,6,111375,5476,8754,718
AMT25,-44.5917,-46.3548,31/10/2015 06:00,3.1,52,5,150300,2643,18441,626
AMT25,-45.6503,-48.0106,31/10/2015 15:00,3.1,53,8,229651,829,24517,862
AMT25,-48.8725,-53.107,11-Feb-2015 07:08:00,7.3,12,42,1412,0,6294,1658
AMT25,-49.7765,-54.5091,11-Feb-2015 16:15:00,6.9,20,13,163,0,102,150
AMT28,49.6381,-5.5016,25/09/2018 12:32,5.9,462,87,28277,0,19855,3488
AMT28,48.4694,-8.8366,26/09/2018 03:34,5.3,25,58,14810,2699,6081,908
AMT28,47.9012,-10.3814,26/09/2018 12:10,7.2,12,40,37820,20438,13597,2627
AMT28,46.0291,-12.7325,27/09/2018 03:30,6.9,4,15,1257,71986,2769,617
AMT28,44.9786,-13.5894,27/09/2018 12:04,7.5,0,4,3294,151408,2685,854
AMT28,42.965,-15.2118,28/09/2018 03:33,7,NaN,NaN,2149,210536,NaN,NaN
AMT28,41.9117,-16.0363,28/09/2018 12:02,6.5,0,9,1444,171130,1086,926
AMT28,39.7193,-17.7162,29/09/2018 03:29,6,6,3,3848,143986,2641,670
AMT28,38.6308,-18.5257,29/09/2018 12:00,7.2,1,4,4247,120651,940,362
AMT28,36.4139,-20.1215,30/09/2018 04:27,7.5,3,4,3880,80078,643,237
AMT28,35.302,-20.9152,30/09/2018 13:01,6.8,1,16,3599,139801,749,329
AMT28,33.0469,-22.1368,10-Jan-2018 04:30:00,7.3,5,17,4754,106799,682,267
AMT28,31.924,-22.7102,10-Jan-2018 13:04:00,7,5,12,4776,78748,665,420
AMT28,29.4883,-23.9324,10-Feb-2018 04:34:00,6.5,4,13,3240,111147,767,245
AMT28,28.6091,-24.3609,10-Feb-2018 10:51:00,6.4,14,13,3217,104533,690,242
AMT28,26.2038,-25.5211,10-Mar-2018 04:32:00,6.8,1,10,3907,136023,884,276
AMT28,25.0577,-26.0568,10-Mar-2018 12:59:00,6.6,3,11,2668,134678,778,280
AMT28,22.5997,-27.2134,10-Apr-2018 04:34:00,6.3,3,8,2669,239698,1338,359
AMT28,21.4472,-27.7453,10-Apr-2018 13:00:00,6.9,5,3,2306,233756,1346,284
AMT28,19.0778,-28.8167,10-May-2018 04:36:00,6.5,4,5,3786,283782,1256,254
AMT28,17.7473,-28.9302,10-May-2018 13:00:00,6,4,4,2740,217653,926,317
AMT28,15.0761,-28.6126,10-Jun-2018 04:37:00,6.3,8,12,23311,336671,2640,744
AMT28,13.8122,-28.2946,10-Jun-2018 13:00:00,6.8,3,13,7280,247805,1230,397
AMT28,11.447,-27.7087,10-Jul-2018 04:35:00,6.2,4,7,31158,392849,2204,333
AMT28,10.0982,-27.2938,10-Jul-2018 12:58:00,7.2,5,13,23798,332300,1681,469
AMT28,7.4713,-26.6501,10-Aug-2018 04:36:00,7.2,4,6,16192,201935,1017,273
AMT28,6.256,-26.38,10-Aug-2018 13:00:00,5.9,4,9,11460,175416,576,437
AMT28,3.8078,-25.8358,10-Sep-2018 04:38:00,6.3,1,17,10429,162759,1234,364
AMT28,0.0013,-24.9963,10-Oct-2018 04:42:00,6.3,14,33,17667,257584,4713,877
AMT28,-1.151,-24.9868,10-Oct-2018 13:00:00,6.4,6,8,13099,263390,2399,638
AMT28,-3.6894,-24.9793,10-Nov-2018 04:37:00,7.2,0,6,3957,318180,1750,420
AMT28,-4.9846,-24.9732,10-Nov-2018 12:57:00,7.6,0,9,2041,317472,1208,532
AMT28,-7.5486,-24.9587,10-Dec-2018 04:37:00,6.9,1,8,906,302405,1048,328
AMT28,-8.7631,-24.9484,10-Dec-2018 12:59:00,7,4,11,1031,228488,928,257
AMT28,-11.262,-24.9387,13/10/2018 04:33,6.6,0,5,1718,228634,856,187
AMT28,-12.0828,-24.9303,13/10/2018 10:31,6.4,7,11,1583,184048,878,304
AMT28,-14.7791,-24.9856,14/10/2018 04:33,7.5,4,9,1239,195960,862,275
AMT28,-16.0324,-25.0235,14/10/2018 13:05,6.7,0,5,724,94960,642,330
AMT28,-18.3391,-25.0867,15/10/2018 04:33,6.5,1,1,1177,139713,724,220
AMT28,-20.38,-25.0592,16/10/2018 04:37,6.4,1,3,1302,189817,621,206
AMT28,-21.6037,-25.0465,16/10/2018 12:58,6.5,3,7,1166,212224,643,243
AMT28,-23.9999,-24.9998,17/10/2018 04:28,7,4,1,1978,137234,1099,222
AMT28,-24.9059,-25.9033,17/10/2018 12:59,7.4,5,8,1645,197064,1194,296
AMT28,-26.6279,-27.6554,18/10/2018 04:40,7.7,5,4,2895,153374,1244,212
AMT28,-27.2,-28.2501,18/10/2018 10:36,7.8,4,3,2468,150625,1322,275
AMT28,-29.1276,-30.2235,19/10/2018 04:34,5.8,13,8,3415,169742,1612,220
AMT28,-30.0059,-31.1497,19/10/2018 13:00,7.1,1,9,5040,227520,1592,304
AMT28,-31.6166,-32.8857,20/10/2018 04:40,6.2,16,3,9038,153551,2764,450
AMT28,-32.3729,-33.6741,20/10/2018 13:04,7.4,3,1,6508,114733,2065,465
AMT28,-33.8305,-35.2678,21/10/2018 04:36,6.5,39,7,17899,69429,3769,539
AMT28,-34.5806,-36.0914,21/10/2018 13:07,6.5,28,5,15639,79248,3750,729
AMT28,-36.1662,-37.8655,22/10/2018 04:40,7,269,12,113284,16694,11517,1028
AMT28,-37.0121,-38.8346,22/10/2018 13:10,7.3,138,60,51770,44426,3228,1234
AMT28,-38.584,-40.6544,23/10/2018 04:28,5.5,254,140,125645,5196,17665,2000
AMT28,-40.52,-43.082,24/10/2018 04:36,7,226,13,76905,438,12687,1547
AMT28,-41.3697,-44.0127,24/10/2018 13:02,6.6,195,15,76604,290,14226,1204
AMT28,-43.0042,-45.9825,25/10/2018 05:37,6.3,175,17,58500,279,19356,1253
AMT28,-43.7905,-46.9552,25/10/2018 14:05,6.3,118,16,14426,129,8830,1273
AMT28,-45.2973,-48.8956,26/10/2018 05:35,6.1,82,19,18394,137,14996,1033
AMT28,-46.0175,-49.8723,26/10/2018 14:07,7,196,19,20667,150,10231,1210
AMT28,-47.5651,-51.7738,27/10/2018 06:35,5.9,167,19,18424,83,12096,1092
AMT28,-48.1988,-52.691,27/10/2018 15:02,7.1,167,23,14480,35,9855,967
