Cruise,Depth,Lat,Lon,DateTime,allo,alphabetacar,butfuco,chl_c1c2,chl_c3,diadino,diato,dv_chl_a,fuco,hexfuco,lut,neo,perid,pras,tot_chl_a,tot_chl_b,tot_chl_c,viola,zea
AMT18,4.5,49.3645,-11.5177,2008-10-06T13:11,0.001,0.018,0.049,0.039,0.042,0.028,0.001,0.1,0.039,0.13,0.001,0,0.012,0,0.21,0.126,0.081,0.006,0.062
AMT18,5.5,49.1492,-14.6524,2008-10-07T04:29,0.009,0.012,0.059,0.045,0.05,0.024,0.001,0.077,0.028,0.162,0.001,0,0.002,0,0.258,0.14,0.095,0.009,0.039
AMT18,3.9,48.866,-16.1938,2008-10-07T12:52,0.013,0.01,0.099,0.069,0.087,0.076,0.001,0.032,0.052,0.257,0.001,0,0.023,0,0.358,0.079,0.156,0.008,0.022
AMT18,3.7,42.673,-22.1949,2008-10-09T05:25,0.001,0.01,0.014,0.01,0.013,0.013,0.001,0.077,0.007,0.046,0.001,0,0.004,0,0.064,0.008,0.023,0.003,0.051
AMT18,3.9,38.882,-25.3242,2008-10-10T05:22,0.001,0.009,0.008,0.007,0.007,0.007,0.001,0.067,0.004,0.025,0.001,0,0.005,0,0.059,0.024,0.014,0.001,0.056
AMT18,3.1,36.0117,-27.7373,2008-10-11T05:29,0.001,0.006,0.007,0.006,0.005,0.006,0.001,0.036,0.006,0.017,0.001,0,0.005,0,0.045,0.01,0.011,0.002,0.043
AMT18,3.7,35.3137,-28.466,2008-10-11T13:43,0.001,0.003,0.004,0.002,0.001,0.007,0.001,0.018,0.008,0.009,0.001,0,0.002,0,0.025,0.008,0.003,0.001,0.023
AMT18,4,33.2979,-30.7968,2008-10-12T05:27,0.001,0.041,0.044,0.041,0.05,0.037,0.001,0.243,0.077,0.104,0.001,0,0.002,0,0.275,0.008,0.091,0.001,0.244
AMT18,6.8,32.49,-31.7102,2008-10-12T13:45,0.001,0.003,0.007,0.001,0.002,0.013,0.001,0.016,0.007,0.011,0.001,0,0.003,0,0.037,0.034,0.003,0.002,0.025
AMT18,3.5,30.4724,-33.9513,2008-10-13T05:24,0.001,0.001,0.004,0.002,0.003,0.006,0.001,0.017,0.004,0.013,0.001,0,0.002,0,0.032,0.015,0.005,0.001,0.026
AMT18,5.3,29.6697,-34.8335,2008-10-13T13:36,0.001,0.02,0.04,0.016,0.021,0.072,0.001,0.102,0.032,0.055,0.001,0,0.002,0,0.219,0.008,0.037,0.001,0.191
AMT18,2.9,27.6318,-37.0306,2008-10-14T05:09,0.003,0.004,0.008,0.003,0.005,0.007,0.001,0.026,0.007,0.016,0.001,0,0.002,0,0.044,0.018,0.008,0.002,0.033
AMT18,3.5,24.7443,-40.0885,2008-10-15T05:25,0.001,0.005,0.007,0.006,0.006,0.008,0.001,0.038,0.008,0.019,0.002,0,0.002,0,0.051,0.008,0.012,0.002,0.039
AMT18,3.8,22.5997,-40.2659,2008-10-16T05:25,0.001,0.006,0.003,0.003,0.004,0.003,0.001,0.027,0.01,0.016,0.001,0,0.002,0,0.043,0.017,0.007,0.001,0.028
AMT18,5,21.6732,-39.5964,2008-10-16T13:39,0.001,0.007,0.005,0.005,0.003,0.014,0.001,0.031,0.004,0.019,0.001,0,0.002,0,0.049,0.016,0.008,0.001,0.029
AMT18,2.5,19.7224,-38.2301,2008-10-17T05:25,0.001,0.009,0.006,0.007,0.007,0.007,0.001,0.058,0.01,0.025,0.001,0,0.002,0,0.058,0.008,0.014,0.003,0.06
AMT18,4.6,18.7886,-37.5779,2008-10-17T13:37,0.001,0.009,0.009,0.005,0.005,0.016,0.001,0.065,0.01,0.023,0.001,0,0.002,0,0.056,0.008,0.01,0.001,0.052
AMT18,3.3,16.8105,-36.2068,2008-10-18T05:24,0.001,0.014,0.01,0.01,0.014,0.008,0.001,0.071,0.001,0.036,0.002,0,0.002,0,0.079,0.031,0.024,0.001,0.08
AMT18,3.2,14.9192,-34.9221,2008-10-19T05:24,0.001,0.025,0.017,0.017,0.017,0.01,0.001,0.162,0.009,0.062,0.001,0,0.01,0,0.128,0.067,0.034,0.004,0.07
AMT18,5,14.0932,-34.3602,2008-10-19T13:41,0.001,0.031,0.011,0.016,0.018,0.017,0.001,0.17,0.011,0.051,0.001,0,0.013,0,0.122,0.03,0.034,0.001,0.098
AMT18,2.7,8.6438,-30.7085,2008-10-21T05:22,0.001,0.014,0.004,0.013,0.012,0.011,0.001,0.072,0.003,0.041,0.001,0,0.002,0,0.086,0.008,0.025,0.001,0.095
AMT18,5.6,7.6627,-30.0594,2008-10-21T13:38,0.001,0.015,0.004,0.009,0.006,0.022,0.001,0.082,0.009,0.029,0.001,0,0.002,0,0.086,0.042,0.015,0.006,0.102
AMT18,3.5,5.3398,-28.5213,2008-10-22T05:23,0.001,0.01,0.009,0.007,0.009,0.005,0.001,0.049,0.002,0.024,0.001,0,0.002,0,0.063,0.008,0.016,0.003,0.065
AMT18,4.9,5.139,-28.391,2008-10-22T13:47,0.001,0.009,0.001,0.004,0.005,0.019,0.001,0.058,0.01,0.024,0.002,0,0.002,0,0.058,0.008,0.009,0.002,0.074
AMT18,4.3,2.791,-26.854,2008-10-23T05:20,0.001,0.016,0.008,0.009,0.012,0.009,0.001,0.078,0.009,0.034,0.001,0,0.002,0,0.097,0.064,0.021,0.001,0.079
AMT18,4.2,1.8314,-26.2158,2008-10-23T13:39,0.001,0.017,0.013,0.01,0.011,0.017,0.001,0.104,0.013,0.033,0.001,0,0.002,0,0.115,0.009,0.021,0.001,0.101
AMT18,6.3,-0.5837,-24.996,2008-10-24T05:22,0.001,0.02,0.013,0.014,0.013,0.009,0.001,0.151,0.007,0.034,0.001,0,0.002,0,0.082,0.065,0.027,0.001,0.103
AMT18,4.7,-1.6265,-24.9955,2008-10-24T13:12,0.001,0.01,0.008,0.007,0.009,0.013,0.001,0.069,0.007,0.027,0.001,0,0.002,0,0.045,0.008,0.016,0.001,0.079
AMT18,6.6,-6.0521,-24.978,2008-10-25T13:54,0.001,0.013,0.015,0.01,0.008,0.016,0.001,0.113,0.001,0.046,0.001,0,0.002,0,0.054,0.024,0.018,0.001,0.097
AMT18,3.7,-8.8254,-24.9954,2008-10-26T05:21,0.001,0.01,0.008,0.008,0.008,0.006,0.001,0.064,0.005,0.032,0.002,0,0.002,0,0.052,0.008,0.016,0.001,0.066
AMT18,5.8,-9.9753,-24.9994,2008-10-26T13:35,0.001,0.007,0.008,0.007,0.008,0.013,0.001,0.042,0.007,0.03,0.001,0,0.002,0,0.037,0.008,0.015,0.001,0.061
AMT18,4.5,-12.8396,-24.9983,2008-10-27T05:21,0.001,0.004,0.007,0.001,0.008,0.003,0.001,0.028,0.001,0.016,0.001,0,0.002,0,0.034,0.022,0.009,0.001,0.02
AMT18,5.8,-13.9944,-24.9952,2008-10-27T13:38,0.001,0.004,0.006,0.003,0.007,0.013,0.001,0.026,0.003,0.017,0.001,0,0.002,0,0.029,0.011,0.01,0.001,0.046
AMT18,4,-16.6377,-24.9939,2008-10-28T05:21,0.001,0.003,0.006,0.005,0.006,0.008,0.001,0.018,0.001,0.016,0.001,0,0.002,0,0.037,0.008,0.011,0.001,0.026
AMT18,5.3,-16.8754,-24.9962,2008-10-28T13:40,0.001,0.003,0.004,0.002,0.005,0.012,0.001,0.016,0.003,0.014,0.001,0,0.002,0,0.029,0.021,0.007,0.001,0.034
AMT18,3.7,-19.1237,-24.9959,2008-10-29T05:20,0.001,0.004,0.006,0.004,0.004,0.009,0.001,0.013,0.01,0.016,0.001,0,0.002,0,0.042,0.014,0.008,0.001,0.026
AMT18,5.5,-20.2833,-25.0011,2008-10-29T13:40,0.001,0.003,0.008,0.003,0.006,0.019,0.001,0.012,0.007,0.018,0.001,0,0.002,0,0.036,0.008,0.009,0.002,0.029
AMT18,4.4,-22.7853,-25.0091,2008-10-30T05:29,0.001,0.004,0.006,0.004,0.005,0.008,0.001,0.019,0.008,0.009,0.001,0,0.002,0,0.04,0.01,0.009,0.001,0.029
AMT18,6.4,-23.9345,-24.9994,2008-10-30T13:39,0.005,0.006,0.01,0.01,0.013,0.03,0.001,0.031,0.025,0.035,0.001,0,0.002,0,0.07,0.014,0.023,0.001,0.034
AMT18,2.9,-26.5572,-24.9979,2008-10-31T05:20,0.001,0.005,0.008,0.006,0.006,0.01,0.001,0.029,0.012,0.024,0.001,0,0.002,0,0.054,0.013,0.012,0.002,0.033
AMT18,6.9,-28.8682,-26.0361,2008-11-01T05:21,0.001,0.007,0.014,0.011,0.014,0.01,0.001,0.042,0.024,0.03,0.001,0,0.002,0,0.071,0.008,0.025,0.003,0.043
AMT18,3,-33.7682,-32.003,2008-11-03T06:28,0.001,0.012,0.025,0.061,0.047,0.065,0.001,0.032,0.116,0.065,0.002,0,0.002,0,0.182,0.027,0.108,0.005,0.02
AMT18,5.8,-34.5532,-32.9804,2008-11-03T14:50,0.001,0.005,0.026,0.012,0.018,0.037,0.001,0.021,0.033,0.043,0.001,0,0.002,0,0.102,0.034,0.03,0.002,0.019
AMT18,3,-36.1732,-35.0541,2008-11-04T05:18,0.008,0.01,0.055,0.038,0.051,0.037,0.001,0.018,0.032,0.157,0.001,0,0.002,0,0.245,0.008,0.089,0.01,0.028
AMT18,4.9,-37.966,-37.4111,2008-11-05T05:24,0.021,0.027,0.087,0.092,0.114,0.062,0.001,0.002,0.068,0.379,0.001,0,0.018,0,0.563,0.093,0.206,0.024,0.074
AMT18,6.8,-38.7606,-38.4562,2008-11-05T14:31,0.03,0.017,0.101,0.064,0.084,0.118,0.006,0.002,0.067,0.268,0.001,0,0.002,0,0.457,0.139,0.148,0.037,0.035
AMT18,4.9,-43.2266,-44.6134,2008-11-07T05:26,0.063,0.046,0.321,0.544,0.252,0.413,0.001,0.002,1.419,0.695,0.001,0,0.131,0,2.238,0.301,0.796,0.056,0.011
AMT18,7.4,-43.9481,-45.6467,2008-11-07T14:24,0.036,0.027,0.217,0.378,0.157,0.468,0.074,0.002,1.21,0.258,0.001,0,0.004,0,1.633,0.11,0.535,0.031,0.013
AMT19,5,46.33866667,-18.80183333,20091017,0.001,0.017,0.03,0.023,0.023,0.017,0.004,0.107,0.008,0.054,0.001,0.001,0.003,0,0.234,0.035,0.046,0.001,0.07
AMT19,5,45.30533333,-19.6,20091017,0.001,0.019,0.035,0.031,0.033,0.018,0.002,0.095,0.009,0.085,0,0.001,0.008,0,0.26,0.03,0.064,0.002,0.07
AMT19,5,42.63483333,-21.5965,20091018,0,0.013,0.011,0.012,0.011,0.005,0,0.072,0.004,0.032,0,0,0.002,0,0.142,0.014,0.023,0.001,0.05
AMT19,5,40.99383333,-22.77766667,20091019,0.001,0.014,0.011,0.012,0.01,0.006,0,0.065,0.006,0.027,0,0,0.002,0,0.142,0.011,0.022,0.001,0.055
AMT19,5,39.53683333,-23.824,20091019,0,0.011,0.009,0.01,0.008,0.004,0,0.055,0.006,0.021,0,0,0.002,0,0.12,0.009,0.018,0.001,0.053
AMT19,5,36.51566667,-27.26516667,20091021,0,0.008,0.006,0.008,0.006,0.005,0,0.03,0.004,0.017,0,0,0.002,0,0.082,0.006,0.014,0.001,0.042
AMT19,5,34.7235,-29.589,20091022,0,0.007,0.005,0.007,0.005,0.006,0.001,0.031,0.003,0.015,0,0,0.002,0,0.076,0.006,0.012,0.001,0.041
AMT19,5,34.283,-30.181,20091022,0,0.008,0.007,0.007,0.006,0.004,0,0.029,0.003,0.017,0,0,0.002,0,0.078,0.006,0.013,0.001,0.044
AMT19,0,33,-31,20091023,0,0.007,0.006,0.007,0.006,0.003,0,0.025,0.003,0.018,0,0,0.002,0,0.075,0.007,0.013,0.001,0.032
AMT19,5,32.34966667,-32.59516667,20091023,0,0.008,0.007,0.007,0.006,0.004,0,0.032,0.004,0.017,0,0,0.002,0,0.081,0.007,0.013,0.001,0.044
AMT19,5,31.058,-34.16883333,20091024,0,0.005,0.005,0.005,0.004,0.006,0.001,0.017,0.003,0.014,0,0,0.001,0,0.059,0.005,0.009,0.001,0.028
AMT19,5,30.289,-34.9345,20091024,0,0.004,0.004,0.003,0.003,0.004,0,0.013,0.003,0.011,0,0,0.001,0,0.045,0.003,0.006,0.001,0.023
AMT19,5,28.7735,-36.402,20091025,0,0.005,0.004,0.005,0.003,0.006,0.001,0.014,0.003,0.012,0,0,0.001,0,0.051,0.004,0.008,0.001,0.026
AMT19,5,27.93816667,-37.20483333,20091025,0,0.003,0.003,0.003,0.003,0.004,0,0.011,0.002,0.01,0,0,0.001,0,0.039,0.003,0.006,0.001,0.023
AMT19,5,27.02283333,-38.05316667,20091026,0,0.007,0.004,0.005,0.004,0.007,0.001,0.017,0.002,0.014,0,0,0.001,0,0.073,0.004,0.009,0.001,0.03
AMT19,5,26.3975,-38.65766667,20091026,0,0.007,0.004,0.005,0.005,0.005,0,0.014,0.003,0.017,0,0,0.001,0,0.076,0.005,0.01,0.001,0.027
AMT19,5,24.65216667,-40.28283333,20091027,0,0.007,0.003,0.005,0.005,0.008,0.002,0.013,0.002,0.015,0,0,0.001,0,0.073,0.004,0.01,0.001,0.025
AMT19,5,23.22533333,-40.7195,20091028,0,0.008,0.004,0.005,0.005,0.003,0,0.018,0.002,0.015,0,0,0.001,0,0.081,0.005,0.01,0.001,0.029
AMT19,5,22.05716667,-39.8925,20091028,0,0.008,0.003,0.004,0.004,0.005,0,0.016,0.002,0.013,0,0,0.001,0,0.069,0.004,0.008,0.001,0.033
AMT19,5,21.13216667,-39.24733333,20091029,0,0.012,0.003,0.005,0.004,0.003,0,0.029,0.002,0.012,0,0,0.002,0,0.094,0.005,0.009,0.001,0.048
AMT19,5,21.13266667,-39.30566667,20091030,0,0.013,0.003,0.006,0.004,0.003,0,0.03,0.003,0.013,0,0,0.002,0,0.106,0.005,0.01,0.001,0.049
AMT19,5,20.10383333,-38.522,20091030,0,0.009,0.003,0.004,0.004,0.006,0,0.024,0.003,0.013,0,0,0.002,0,0.078,0.004,0.008,0.001,0.039
AMT19,5,18.93833333,-37.7235,20091031,0,0.01,0.004,0.007,0.005,0.003,0,0.031,0.003,0.015,0,0,0.002,0,0.085,0.006,0.012,0.001,0.05
AMT19,5,17.83566667,-36.95933333,20091031,0,0.011,0.005,0.007,0.005,0.006,0,0.047,0.005,0.015,0,0,0.002,0,0.097,0.006,0.012,0.001,0.076
AMT19,5,15.16833333,-35.14333333,20091101,0,0.011,0.003,0.005,0.004,0.004,0,0.045,0.003,0.014,0,0,0.002,0,0.08,0.005,0.009,0.001,0.072
AMT19,5,13.35016667,-33.91566667,20091102,0,0.014,0.004,0.007,0.006,0.01,0.002,0.059,0.004,0.019,0,0,0.002,0,0.121,0.008,0.013,0.001,0.074
AMT19,5,12.68283333,-33.4685,20091102,0,0.017,0.005,0.009,0.007,0.006,0,0.062,0.004,0.022,0,0,0.003,0,0.13,0.011,0.016,0.001,0.072
AMT19,5,10.92533333,-32.28483333,20091103,0,0.016,0.007,0.01,0.009,0.015,0.004,0.033,0.006,0.03,0,0,0.002,0,0.147,0.008,0.019,0.001,0.066
AMT19,5,10.562,-32.04033333,20091103,0,0.022,0.01,0.017,0.016,0.015,0.001,0.042,0.009,0.053,0,0.001,0.004,0.001,0.226,0.012,0.033,0.001,0.063
AMT19,5,9.962333333,-31.63583333,20091103,0,0.015,0.004,0.007,0.007,0.007,0.001,0.047,0.004,0.023,0,0,0.002,0,0.125,0.008,0.014,0.001,0.064
AMT19,5,8.805666667,-30.86483333,20091104,0,0.014,0.006,0.008,0.008,0.013,0.001,0.016,0.006,0.024,0,0,0.002,0,0.13,0.007,0.016,0.001,0.061
AMT19,5,8.118333333,-30.40383333,20091104,0,0.012,0.004,0.006,0.005,0.007,0,0.033,0.004,0.018,0,0.001,0.001,0,0.095,0.007,0.011,0.001,0.069
AMT19,5,5.948666667,-28.95766667,20091105,0,0.017,0.007,0.01,0.008,0.01,0.001,0.05,0.006,0.029,0,0,0.002,0,0.152,0.012,0.018,0.001,0.082
AMT19,5,5.299166667,-28.52783333,20091105,0,0.024,0.011,0.016,0.015,0.006,0,0.087,0.007,0.046,0,0.001,0.003,0,0.219,0.029,0.031,0.001,0.074
AMT19,5,4.054166667,-27.69333333,20091106,0,0.018,0.006,0.009,0.008,0.006,0,0.066,0.005,0.024,0,0,0.002,0,0.155,0.016,0.017,0.001,0.062
AMT19,5,2.505166667,-26.67146667,20091106,0,0.011,0.003,0.005,0.004,0.004,0,0.045,0.003,0.012,0,0,0.001,0,0.079,0.007,0.009,0.001,0.075
AMT19,5,0.218166667,-25.14666667,20091107,0,0.011,0.007,0.008,0.008,0.01,0.002,0.054,0.003,0.024,0,0,0.003,0,0.107,0.01,0.016,0.001,0.07
AMT19,5,-0.388166667,-24.99933333,20091107,0,0.012,0.019,0.017,0.015,0.013,0.001,0.061,0.005,0.048,0,0,0.003,0,0.145,0.011,0.032,0.001,0.073
AMT19,5,-2.878166667,-25.00416667,20091108,0,0.01,0.004,0.006,0.005,0.008,0.002,0.06,0.003,0.015,0,0.001,0.002,0,0.098,0.011,0.011,0.001,0.081
AMT19,5,-2.893666667,-24.998,20091108,0,0.011,0.005,0.007,0.004,0.005,0,0.055,0.003,0.015,0,0,0.002,0,0.089,0.011,0.011,0.001,0.082
AMT19,5,-4.286,-25.00033333,20091109,0,0.014,0.009,0.011,0.008,0.007,0.002,0.083,0.003,0.023,0,0,0.003,0,0.139,0.021,0.019,0.001,0.08
AMT19,5,-5.1301,-24.998,20091109,0,0.009,0.006,0.007,0.006,0.008,0.003,0.054,0.002,0.017,0,0.001,0.001,0,0.096,0.012,0.013,0.001,0.07
AMT19,5,-5.784666667,-25.001,20091109,0,0.012,0.006,0.008,0.005,0.006,0.001,0.076,0.002,0.016,0,0,0.002,0,0.115,0.016,0.013,0.001,0.086
AMT19,5,-6.312166667,-25.00133333,20091109,0,0.009,0.007,0.007,0.006,0.006,0.001,0.044,0.002,0.017,0,0.001,0.002,0,0.084,0.012,0.013,0.001,0.066
AMT19,5,-7.35965,-24.9875,20091110,0,0.007,0.004,0.006,0.005,0.003,0,0.035,0.002,0.014,0,0,0.002,0,0.069,0.009,0.011,0.001,0.052
AMT19,5,-8.37995,-24.99581667,20091110,0,0.01,0.006,0.007,0.006,0.008,0.002,0.065,0.002,0.017,0,0.001,0.002,0,0.11,0.015,0.013,0.001,0.07
AMT19,5,-8.822916667,-24.99775,20091110,0,0.004,0.004,0.003,0.003,0.005,0.002,0.02,0.002,0.01,0,0,0.001,0,0.046,0.003,0.006,0.001,0.037
AMT19,5,-9.424666667,-24.99663333,20091110,0,0.004,0.003,0.004,0.003,0.004,0,0.018,0.002,0.01,0,0,0.001,0,0.043,0.004,0.007,0.001,0.04
AMT19,5,-10.64641667,-24.9959,20091111,0,0.004,0.003,0.003,0.002,0.002,0,0.017,0.002,0.007,0,0,0.001,0,0.039,0.003,0.005,0.001,0.034
AMT19,5,-11.31183333,-24.998,20091111,0,0.004,0.003,0.003,0.002,0.005,0.002,0.015,0.002,0.008,0,0,0.001,0,0.04,0.003,0.005,0.001,0.034
AMT19,5,-12.03483333,-24.99866667,20091111,0,0.004,0.002,0.003,0.002,0.004,0.001,0.015,0.002,0.007,0,0,0.001,0,0.034,0.002,0.005,0.001,0.031
AMT19,5,-12.98666667,-24.99683333,20091111,0,0.004,0.003,0.003,0.002,0.003,0,0.014,0.002,0.008,0,0,0.001,0,0.036,0.003,0.005,0.001,0.037
AMT19,5,-13.85766667,-25.05716667,20091112,0,0.003,0.002,0.003,0.002,0.005,0.001,0.013,0.001,0.007,0,0,0.001,0,0.033,0.002,0.005,0,0.029
AMT19,5,-14.66733333,-25.02566667,20091113,0,0.003,0.002,0.003,0.002,0.004,0.001,0.011,0.002,0.007,0,0,0.001,0,0.031,0.002,0.005,0.001,0.028
AMT19,5,-16.36316667,-24.99616667,20091114,0,0.003,0.003,0.003,0.002,0.002,0,0.007,0.001,0.007,0,0,0.001,0,0.03,0.002,0.005,0.001,0.017
AMT19,5,-17.34683333,-24.99916667,20091114,0,0.002,0.003,0.003,0.002,0.005,0.001,0.006,0.002,0.007,0,0,0.001,0,0.029,0.002,0.005,0.001,0.017
AMT19,5,-18.18333333,-24.99716667,20091114,0,0.002,0.002,0.002,0.002,0.003,0,0.005,0.001,0.005,0,0,0,0,0.02,0.001,0.004,0.001,0.015
AMT19,5,-19.49648333,-24.99966667,20091115,0,0.003,0.002,0.003,0.002,0.003,0,0.008,0.002,0.006,0,0,0.001,0,0.029,0.002,0.005,0.001,0.017
AMT19,5,-21.447,-24.9935,20091116,0,0.002,0.003,0.002,0.002,0.004,0,0.007,0.002,0.005,0,0,0.001,0,0.026,0.001,0.004,0.001,0.018
AMT19,5,-22.85383333,-24.99616667,20091116,0,0.004,0.003,0.004,0.003,0.004,0,0.014,0.002,0.009,0,0,0.002,0,0.044,0.003,0.007,0.001,0.027
AMT19,5,-23.76283333,-25.00216667,20091116,0,0.004,0.003,0.003,0.002,0.008,0.003,0.015,0.003,0.008,0,0,0.001,0,0.044,0.003,0.005,0.001,0.029
AMT19,5,-24.23416667,-24.999,20091116,0,0.004,0.003,0.003,0.002,0.006,0.002,0.015,0.003,0.008,0,0,0.001,0,0.041,0.002,0.005,0.001,0.03
AMT19,5,-24.90583333,-24.99833333,20091116,0,0.004,0.004,0.004,0.003,0.004,0,0.013,0.003,0.009,0,0,0.001,0,0.041,0.003,0.007,0.001,0.031
AMT19,5,-26.11021667,-25.00475,20091117,0,0.006,0.003,0.005,0.004,0.004,0,0.023,0.003,0.012,0,0,0.002,0,0.059,0.003,0.009,0.001,0.034
AMT19,5,-27.54216667,-24.99966667,20091117,0,0.005,0.004,0.006,0.004,0.009,0.002,0.017,0.006,0.011,0,0,0.001,0,0.06,0.003,0.01,0.001,0.026
AMT19,5,-28.13683333,-25.18516667,20091117,0,0.005,0.004,0.005,0.003,0.006,0.001,0.016,0.005,0.009,0,0,0.001,0,0.05,0.002,0.008,0.001,0.029
AMT19,5,-28.79051667,-26.13561667,20091118,0,0.008,0.004,0.006,0.004,0.005,0,0.035,0.007,0.009,0,0,0.002,0,0.076,0.004,0.01,0.001,0.042
AMT19,5,-29.39166667,-27.03433333,20091118,0,0.006,0.003,0.004,0.003,0.006,0.005,0.028,0.006,0.006,0,0,0.001,0,0.06,0.002,0.007,0,0.039
AMT19,5,-29.98833333,-27.924,20091118,0,0.004,0.003,0.004,0.002,0.006,0.001,0.017,0.006,0.005,0,0,0.001,0,0.045,0.002,0.006,0.001,0.029
AMT19,5,-30.83378333,-29.18381667,20091119,0,0.007,0.004,0.006,0.004,0.004,0.001,0.029,0.007,0.008,0,0,0.001,0,0.065,0.004,0.01,0.001,0.041
AMT19,5,-31.54666667,-30.2545,20091119,0,0.006,0.004,0.005,0.004,0.012,0.004,0.021,0.008,0.011,0,0,0.001,0,0.07,0.003,0.009,0.001,0.036
AMT19,5,-32.01,-30.955,20091119,0,0.006,0.004,0.006,0.004,0.009,0.001,0.024,0.009,0.009,0,0,0.001,0,0.07,0.002,0.01,0.001,0.044
AMT19,5,-32.939,-32.38566667,20091120,0,0.009,0.006,0.01,0.008,0.007,0.001,0.034,0.01,0.019,0,0,0.002,0,0.101,0.005,0.018,0.001,0.058
AMT19,5,-32.811,-32.756,20091120,0,0.009,0.007,0.011,0.008,0.007,0.001,0.035,0.015,0.018,0,0,0.002,0,0.104,0.006,0.019,0.001,0.052
AMT19,5,-32.62916667,-33.1,20091120,0,0.011,0.008,0.011,0.009,0.006,0.001,0.042,0.015,0.017,0,0,0.002,0,0.109,0.005,0.02,0.001,0.055
AMT19,5,-33.41783333,-34.245,20091121,0,0.007,0.013,0.012,0.011,0.008,0.001,0.015,0.004,0.029,0,0,0.002,0,0.098,0.006,0.023,0.001,0.029
AMT19,5,-33.88366667,-34.9745,20091121,0,0.006,0.009,0.008,0.007,0.012,0.002,0.018,0.004,0.019,0,0,0.002,0,0.082,0.005,0.015,0.001,0.033
AMT19,5,-34.4705,-35.84666667,20091121,0,0.006,0.011,0.009,0.009,0.011,0.001,0.018,0.006,0.024,0,0.001,0.002,0,0.094,0.006,0.018,0.002,0.035
AMT19,5,-35.294,-37.11133333,20091122,0.002,0.021,0.041,0.043,0.042,0.024,0.003,0.049,0.02,0.116,0.001,0.004,0.01,0.003,0.361,0.037,0.085,0.006,0.075
AMT19,5,-35.104,-37.02216667,20091123,0.005,0.022,0.081,0.08,0.089,0.026,0,0.034,0.035,0.239,0,0.006,0.02,0.005,0.541,0.058,0.169,0.006,0.041
AMT19,5,-35.587,-37.64733333,20091123,0.003,0.02,0.056,0.05,0.056,0.051,0.012,0.061,0.022,0.146,0.001,0.003,0.011,0.004,0.407,0.04,0.106,0.003,0.057
AMT19,5,-35.96816667,-38.11766667,20091123,0.002,0.021,0.027,0.042,0.047,0.057,0.014,0.029,0.052,0.124,0,0.003,0.008,0.003,0.381,0.028,0.089,0.004,0.078
AMT19,5,-36.4255,-38.85,20091123,0.006,0.026,0.051,0.134,0.149,0.111,0,0.006,0.047,0.565,0,0.008,0.015,0.004,0.849,0.067,0.283,0.008,0.065
AMT19,5,-37.29766667,-40.1895,20091124,0.006,0.034,0.045,0.064,0.059,0.038,0,0.007,0.037,0.164,0,0.01,0.031,0.007,0.656,0.092,0.123,0.01,0.123
AMT19,5,-37.866,-41.091,20091124,0.006,0.026,0.073,0.084,0.09,0.071,0.011,0.028,0.042,0.25,0.001,0.007,0.019,0.006,0.648,0.068,0.174,0.006,0.086
AMT19,5,-38.442,-41.996,20091124,0.007,0.033,0.04,0.073,0.067,0.049,0.007,0.005,0.066,0.209,0,0.007,0.012,0.008,0.635,0.059,0.14,0.007,0.155
AMT19,5,-39.315,-43.39233333,20091125,0.015,0.095,0.058,0.546,0.658,0.293,0,0,0.079,2.642,0,0.012,0.057,0,3.32,0.108,1.204,0.007,0.137
AMT19,5,-39.96833333,-44.44016667,20091125,0.044,0.067,0.107,0.237,0.199,0.242,0.041,0,0.559,0.282,0.011,0.017,0,0.029,1.671,0.13,0.436,0.011,0.136
AMT19,5,-41.8925,-47.61083333,20091126,0.013,0.057,0.071,0.329,0.463,0.183,0,0,0.175,1.539,0,0.009,0.024,0,2.149,0.08,0.792,0.007,0.019
